Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Dum Laga Ke Haisha,-2015,110 min,"Comedy, Drama, Romance",7.5,"18,540",Sharat Katariya,Ayushmann Khurrana,Bhumi Pednekar,Sanjay Mishra
Jolly LLB,-2013,135 min,"Comedy, Drama",7.5,"18,466",Subhash Kapoor,Arshad Warsi,Amrita Rao,Boman Irani
Sivaji,-2007,188 min,"Action, Drama, Thriller",7.5,"18,422",S. Shankar,Rajinikanth,Shriya Saran,Suman
Jai Ho,-2014,135 min,"Action, Drama",5.1,"18,411",Sohail Khan,Salman Khan,Daisy Shah,Tabu
Hanky Panky,-1979,144 min,"Comedy, Romance",8.5,"18,376",Hrishikesh Mukherjee,Amol Palekar,Bindiya Goswami,Deven Verma
Thugs of Hindostan,-2018,164 min,"Action, Adventure",4.1,"18,219",Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif
Manjhi: The Mountain Man,-2015,120 min,"Adventure, Biography, Drama",8,"18,207",Ketan Mehta,Nawazuddin Siddiqui,Radhika Apte,Ashutosh Acharya
Wazir,-2016,103 min,"Action, Crime, Drama",7.1,"17,809",Bejoy Nambiar,Amitabh Bachchan,Farhan Akhtar,Aditi Rao Hydari
Tubelight,-2017,136 min,"Drama, War",3.8,"17,774",Kabir Khan,Salman Khan,Sohail Khan,Om Puri
Newton,-2017,106 min,"Comedy, Drama",7.7,"17,734",Amit Masurkar,Rajkummar Rao,Pankaj Tripathi,Anjali Patil
Guzaarish,-2010,126 min,"Drama, Romance",7.5,"17,631",Sanjay Leela Bhansali,Hrithik Roshan,Aishwarya Rai Bachchan,Shernaz Patel
In Your Name,-2003,132 min,"Action, Drama, Romance",7.1,"17,628",Satish Kaushik,Salman Khan,Bhoomika Chawla,Sachin Khedekar
Kabhi Haan Kabhi Naa,-1994,158 min,"Comedy, Drama, Music",7.8,"17,567",Kundan Shah,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori
Hum Dil De Chuke Sanam,-1999,177 min,"Comedy, Drama, Musical",7.5,"17,490",Sanjay Leela Bhansali,Aishwarya Rai Bachchan,Salman Khan,Ajay Devgn
Student of the Year 2,-2019,146 min,"Action, Comedy, Drama",2.2,"17,483",Punit Malhotra,Tiger Shroff,Ananya Panday,Tara Sutaria
The Other Side of the Door,-2016,96 min,Horror,5.3,"17,337",Johannes Roberts,Sarah Wayne Callies,Jeremy Sisto,Sofia Rosinsky
Baadshah,-1999,175 min,"Action, Comedy, Crime",6.9,"17,279",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Shah Rukh Khan,Twinkle Khanna
The Villain,-2014,129 min,"Action, Crime, Drama",6.5,"17,169",Mohit Suri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh
Ready,-2011,145 min,"Action, Comedy, Romance",4.8,"16,937",Anees Bazmee,Salman Khan,Asin Thottumkal,Paresh Rawal
Dabangg 2,-2012,120 min,"Action, Comedy, Crime",4.8,"16,920",Arbaaz Khan,Salman Khan,Sonakshi Sinha,Prakash Raj
Rajneeti,-2010,163 min,"Crime, Drama, Thriller",7.1,"16,737",Prakash Jha,Ranbir Kapoor,Ajay Devgn,Nana Patekar
Oye Lucky! Lucky Oye!,-2008,125 min,"Action, Comedy, Crime",7.7,"16,700",Dibakar Banerjee,Abhay Deol,Paresh Rawal,Neetu Chandra
Once Upon a Time in Mumbaai,-2010,134 min,"Action, Crime, Drama",7.4,"16,677",Milan Luthria,Ajay Devgn,Emraan Hashmi,Kangana Ranaut
Kaminey,-2009,130 min,"Action, Crime, Drama",7.4,"16,640",Vishal Bhardwaj,Shahid Kapoor,Priyanka Chopra Jonas,Deb Mukherjee
Iqbal,-2005,132 min,"Drama, Sport",8.1,"16,185",Nagesh Kukunoor,Shreyas Talpade,Naseeruddin Shah,Shweta Basu Prasad
Gangaajal,-2003,157 min,"Action, Crime, Drama",7.8,"16,172",Prakash Jha,Ajay Devgn,Gracy Singh,Mohan Joshi
Khuda Haafiz,-2020,133 min,"Action, Adventure, Drama",7.4,"16,142",Faruk Kabir,Vidyut Jammwal,Shivaleeka Oberoi,Annu Kapoor
Sarkar,-2005,124 min,"Action, Crime, Drama",7.6,"16,038",Ram Gopal Varma,Amitabh Bachchan,Abhishek Bachchan,Kay Kay Menon
Student of the Year,-2012,146 min,"Comedy, Drama, Music",5.3,"16,038",Karan Johar,Sidharth Malhotra,Alia Bhatt,Varun Dhawan
Raid,-2018,122 min,"Action, Crime, Drama",7.4,"15,835",Raj Kumar Gupta,Ajay Devgn,Ileana D'Cruz,Amit Bimrot
Chhalaang,-2020,136 min,"Comedy, Drama",6.8,"15,830",Hansal Mehta,Rajkummar Rao,Nushrat Bharucha,Mohd. Zeeshan Ayyub
Dabangg 3,-2019,160 min,"Action, Comedy, Crime",3,"15,817",Prabhu Deva,Salman Khan,Sudeep,Sonakshi Sinha
Raat Akeli Hai,-2020,149 min,"Crime, Drama, Mystery",7.3,"15,769",Honey Trehan,Nawazuddin Siddiqui,Radhika Apte,Aditya Srivastav
Dil Dhadakne Do,-2015,170 min,"Comedy, Drama, Romance",6.9,"15,722",Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra Jonas
Kesari,-2019,150 min,"Action, Drama, History",7.4,"15,660",Anurag Singh,Akshay Kumar,Parineeti Chopra,Suvinder Vicky
Shahid,-2012,129 min,"Biography, Drama",8.2,"15,659",Hansal Mehta,Rajkummar Rao,Prabhleen Sandhu,Mohd. Zeeshan Ayyub
Good Newwz,-2019,134 min,Comedy,6.9,"15,644",Raj Mehta,Akshay Kumar,Kareena Kapoor,Diljit Dosanjh
Band Baaja Baaraat,-2010,139 min,"Comedy, Drama, Romance",7.2,"15,583",Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranjit Batra
Race 2,-2013,150 min,"Action, Crime, Thriller",5.4,"15,574",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Anil Kapoor
Golmaal: Fun Unlimited,-2006,150 min,"Action, Comedy, Drama",7.4,"15,556",Rohit Shetty,Ajay Devgn,Arshad Warsi,Sharman Joshi
Baghban,-2003,181 min,"Drama, Romance",7.4,"15,518",Ravi Chopra,Amitabh Bachchan,Hema Malini,Salman Khan
The Legend of Bhagat Singh,-2002,155 min,"Action, Biography, Drama",8.1,"15,250",Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
Simmba,-2018,158 min,"Action, Comedy, Crime",5.6,"15,244",Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan
Khakee,-2004,174 min,"Action, Crime, Drama",7.4,"15,192",Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Ajay Devgn
Love Aaj Kal,-2009,128 min,"Comedy, Drama, Romance",6.8,"15,191",Imtiaz Ali,Saif Ali Khan,Deepika Padukone,Rishi Kapoor
Lootcase,-2020,132 min,"Comedy, Crime",7.6,"15,188",Rajesh Krishnan,Kunal Khemu,Rasika Dugal,Vijay Raaz
Thappad,-2020,142 min,Drama,6.8,"15,063",Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra
Nayak: The Real Hero,-2001,187 min,"Action, Drama, Thriller",7.8,"14,939",S. Shankar,Anil Kapoor,Rani Mukerji,Amrish Puri
Lootera,-2013,136 min,"Drama, Romance",7.3,"14,888",Vikramaditya Motwane,Ranveer Singh,Sonakshi Sinha,Barun Chanda
Company,-2002,142 min,"Action, Crime, Drama",7.9,"14,795",Ram Gopal Varma,Ajay Devgn,Mohanlal,Manisha Koirala
Singham,-2011,143 min,"Action, Crime, Drama",6.8,"14,788",Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj
Chalte Chalte,-2003,167 min,"Drama, Romance",6.6,"14,779",Aziz Mirza,Shah Rukh Khan,Rani Mukerji,Jas Arora
Singh Is King,-2008,135 min,"Action, Comedy, Crime",5.7,"14,526",Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri
Water,-2005,117 min,Drama,7.7,"14,461",Deepa Mehta,Lisa Ray,John Abraham,Seema Biswas
Mr. India,-1987,179 min,"Action, Comedy, Drama",7.8,"14,451",Shekhar Kapur,Anil Kapoor,Sridevi,Amrish Puri
Garam Masala,-2005,146 min,Comedy,6.7,"14,431",Priyadarshan,Akshay Kumar,John Abraham,Paresh Rawal
Border,-1997,176 min,"Action, Drama, History",7.9,"14,399",J.P. Dutta,Sunny Deol,Sunil Shetty,Akshaye Khanna
Mujhse Shaadi Karogi,-2004,163 min,"Comedy, Romance",6.7,"14,312",David Dhawan,Salman Khan,Akshay Kumar,Priyanka Chopra Jonas
Pyaar Ka Punchnama 2,-2015,137 min,"Comedy, Drama, Romance",7.2,"14,259",Luv Ranjan,Kartik Aaryan,Omkar Kapoor,Sunny Singh Nijjar
Gulaal,-2009,140 min,"Crime, Drama, Thriller",8.1,"14,239",Anurag Kashyap,Kay Kay Menon,Raj Singh Chaudhary,Raja Chaudhary
Kaho Naa... Pyaar Hai,-2000,172 min,"Action, Musical, Romance",6.9,"14,186",Rakesh Roshan,Hrithik Roshan,Ameesha Patel,Anupam Kher
Mulk,-2018,140 min,Drama,6.9,"14,156",Anubhav Sinha,Taapsee Pannu,Rishi Kapoor,Neena Gupta
Friendship,-2008,145 min,"Comedy, Drama, Romance",6.5,"14,142",Tarun Mansukhani,Abhishek Bachchan,John Abraham,Priyanka Chopra Jonas
Pardes,-1997,191 min,"Drama, Musical, Romance",7,"14,018",Subhash Ghai,Shah Rukh Khan,Mahima Chaudhry,Amrish Puri
October,-2018,115 min,"Drama, Romance",7.5,"14,013",Shoojit Sircar,Varun Dhawan,Banita Sandhu,Gitanjali Rao
Karwaan,-2018,114 min,"Adventure, Comedy, Drama",7.6,"13,986",Akarsh Khurana,Irrfan Khan,Dulquer Salmaan,Mithila Palkar
Hasee Toh Phasee,-2014,141 min,"Comedy, Romance",6.8,"13,936",Vinil Mathew,Sidharth Malhotra,Parineeti Chopra,Adah Sharma
Satya,-1998,170 min,"Action, Crime, Drama",8.2,"13,918",Ram Gopal Varma,J.D. Chakravarthi,Manoj Bajpayee,Urmila Matondkar
Dhamaal,-2007,136 min,"Action, Adventure, Comedy",7.3,"13,878",Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi
Tanu Weds Manu,-2011,113 min,"Comedy, Drama, Romance",6.8,"13,804",Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill
Hungama,-2003,153 min,"Comedy, Drama, Romance",7.5,"13,768",Priyadarshan,Akshaye Khanna,Aftab Shivdasani,Rimi Sen
Heyy Babyy,-2007,144 min,"Comedy, Drama",6,"13,705",Sajid Khan,Akshay Kumar,Fardeen Khan,Riteish Deshmukh
Madaari,-2016,133 min,"Adventure, Drama, Thriller",7.6,"13,676",Nishikant Kamat,Irrfan Khan,Jimmy Sheirgill,Vishesh Bansal
Housefull 2,-2012,145 min,"Action, Comedy, Musical",5.3,"13,576",Sajid Khan,Akshay Kumar,John Abraham,Asin Thottumkal
Race,-2008,149 min,"Action, Crime, Drama",6.7,"13,516",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Akshaye Khanna
Ashoka the Great,-2001,180 min,"Action, Biography, Drama",6.5,"13,502",Santosh Sivan,Shah Rukh Khan,Kareena Kapoor,Danny Denzongpa
Cocktail,-2012,146 min,"Comedy, Drama, Romance",6.3,"13,486",Homi Adajania,Saif Ali Khan,Deepika Padukone,Diana Penty
Hum Tum,-2004,143 min,"Comedy, Drama, Romance",7,"13,486",Kunal Kohli,Saif Ali Khan,Rani Mukerji,Kirron Kher
Jaane Bhi Do Yaaro,-1983,132 min,"Comedy, Crime, Drama",8.4,"13,465",Kundan Shah,Naseeruddin Shah,Ravi Baswani,Bhakti Barve
Psycho Raman,-2016,133 min,"Crime, Drama, Thriller",7.4,"13,418",Anurag Kashyap,Nawazuddin Siddiqui,Vicky Kaushal,Sobhita Dhulipala
Karan Arjun,-1995,175 min,"Action, Drama, Fantasy",6.8,"13,394",Rakesh Roshan,Rakhee Gulzar,Salman Khan,Shah Rukh Khan
Shaadi Mein Zaroor Aana,-2017,137 min,"Drama, Romance",7.6,"13,387",Ratnaa Sinha,Rajkummar Rao,Kriti Kharbanda,K.K. Raina
Desi Boyz,-2011,122 min,"Comedy, Drama",5.7,"13,203",Rohit Dhawan,Akshay Kumar,John Abraham,Deepika Padukone
Ajab Prem Ki Ghazab Kahani,-2009,150 min,"Action, Comedy, Romance",6.4,"13,194",Rajkumar Santoshi,Ranbir Kapoor,Katrina Kaif,Darshan Jariwala
Housefull,-2010,144 min,"Comedy, Romance",5.5,"13,169",Sajid Khan,Akshay Kumar,Deepika Padukone,Riteish Deshmukh
Vada Chennai,-2018,164 min,"Action, Crime, Drama",8.5,"13,120",Vetrimaaran,Dhanush,Ameer Sultan,Radha Ravi
Section 375,-2019,124 min,"Crime, Drama, Mystery",8.1,"13,045",Ajay Bahl,Akshaye Khanna,Richa Chadha,Rahul Bhatt
Vaastav: The Reality,-1999,145 min,"Action, Crime, Drama",8,"12,996",Mahesh Manjrekar,Sanjay Dutt,Namrata Shirodkar,Reema Lagoo
Paheli,-2005,140 min,"Comedy, Drama, Fantasy",6.5,"12,727",Amol Palekar,Shah Rukh Khan,Rani Mukerji,Anupam Kher
Yes Boss,-1997,163 min,"Comedy, Drama, Musical",6.8,"12,714",Aziz Mirza,Shah Rukh Khan,Juhi Chawla,Aditya Pancholi
Dhobi Ghat,-2010,100 min,Drama,7,"12,695",Kiran Rao,Prateik,Monica Dogra,Kriti Malhotra
Mission Mangal,-2019,130 min,"Drama, History",6.5,"12,611",Jagan Shakti,Akshay Kumar,Vidya Balan,Taapsee Pannu
Kites,-2010,123 min,"Action, Drama, Romance",6.1,"12,605",Anurag Basu,Hrithik Roshan,Kabir Bedi,Bárbara Mori
Chachi 420,-1997,155 min,"Comedy, Drama, Family",7.4,"12,575",Kamal Haasan,Kamal Haasan,Amrish Puri,Om Puri
Aankhen,-2002,165 min,"Crime, Drama, Thriller",7.4,"12,574",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
AK vs AK,-2020,108 min,"Action, Comedy, Crime",6.9,"12,429",Vikramaditya Motwane,Anil Kapoor,Anurag Kashyap,Sonam Kapoor
N.H 10,-2015,115 min,"Action, Crime, Drama",7.2,"12,421",Navdeep Singh,Anushka Sharma,Neil Bhoopalam,Darshan Kumaar
Bala,-2019,133 min,Comedy,7.3,"12,370",Amar Kaushik,Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam
The Ghazi Attack,-2017,116 min,"Action, Thriller, War",7.6,"12,367",Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni
Dream Girl,-2019,132 min,"Comedy, Romance",7,"12,276",Raaj Shaandilyaa,Ayushmann Khurrana,Nushrat Bharucha,Annu Kapoor
Te3n,-2016,136 min,"Drama, Mystery, Thriller",7.3,"12,118",Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan
Brothers,-2015,156 min,"Action, Drama, Sport",6.5,"12,018",Karan Malhotra,Akshay Kumar,Sidharth Malhotra,Jackie Shroff
Veere Di Wedding,-2018,135 min,Comedy,3.2,"12,000",Shashanka Ghosh,Kareena Kapoor,Sonam Kapoor,Neena Gupta
Tees Maar Khan,-2010,135 min,"Comedy, Crime",2.6,"11,981",Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna
Peepli [Live],-2010,95 min,"Comedy, Drama",7.4,"11,954",Anusha Rizvi,Mahmood Farooqui,Omkar Das Manikpuri,Raghuvir Yadav
Go Goa Gone,-2013,111 min,"Action, Adventure, Comedy",6.7,"11,942",Krishna D.K.,Raj Nidimoru,Saif Ali Khan,Kunal Khemu
GOLD,-2018,151 min,"Drama, History, Sport",7.3,"11,932",Reema Kagti,Akshay Kumar,Mouni Roy,Kunal Kapoor
Chupke Chupke,-1975,146 min,"Comedy, Drama, Romance",8.3,"11,923",Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Amitabh Bachchan
Fashion,-2008,167 min,"Drama, Romance",6.9,"11,918",Madhur Bhandarkar,Priyanka Chopra Jonas,Kangana Ranaut,Mugdha Godse
Mardaani,-2014,113 min,"Action, Crime, Drama",7.3,"11,913",Pradeep Sarkar,Rani Mukerji,Tahir Raj Bhasin,Priyanka Sharma
Kabali,-2016,153 min,"Action, Crime, Drama",6.2,"11,886",Pa. Ranjith,Rajinikanth,Winston Chao,Radhika Apte
Kalank,-2019,166 min,"Drama, Romance",3.6,"11,873",Abhishek Varman,Varun Dhawan,Alia Bhatt,Madhuri Dixit
Hey Ram,-2000,186 min,"Crime, Drama, History",7.9,"11,870",Kamal Haasan,Kamal Haasan,Shah Rukh Khan,Rani Mukerji
Humpty Sharma Ki Dulhania,-2014,133 min,"Comedy, Drama, Romance",6,"11,840",Shashank Khaitan,Varun Dhawan,Alia Bhatt,Ashutosh Rana
Johnny Gaddaar,-2007,135 min,"Crime, Drama, Mystery",7.8,"11,795",Sriram Raghavan,Dharmendra,Rimi Sen,Ashwini Kalsekar
Partner,-2007,155 min,"Comedy, Drama, Romance",5.8,"11,787",David Dhawan,Salman Khan,Govinda,Lara Dutta
Table No. 21,-2013,108 min,"Adventure, Drama, Thriller",7.2,"11,709",Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai
Angrezi Medium,-2020,145 min,"Comedy, Drama",7.3,"11,700",Homi Adajania,Irrfan Khan,Radhika Madan,Kareena Kapoor
Bhagam Bhag,-2006,157 min,"Comedy, Drama, Thriller",6.5,"11,651",Priyadarshan,Akshay Kumar,Govinda,Paresh Rawal
Saala Khadoos,-2016,109 min,"Action, Drama, Sport",7.6,"11,638",Sudha Kongara,Madhavan,Nassar,Radha Ravi
Don,-1978,166 min,"Action, Crime, Thriller",7.8,"11,591",Chandra Barot,Amitabh Bachchan,Zeenat Aman,Pran
The Big Bull,-2021,153 min,"Biography, Crime, Drama",6.1,"11,536",Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
Mrs. Serial Killer,-2020,106 min,"Crime, Drama, Thriller",4.8,"11,531",Shirish Kunder,Jacqueline Fernandez,Manoj Bajpayee,Mohit Raina
Paa,-2009,133 min,"Comedy, Drama",7.2,"11,492",R. Balki,Amitabh Bachchan,Abhishek Bachchan,Vidya Balan
When Love Calls,-1989,192 min,"Drama, Musical, Romance",7.3,"11,486",Sooraj R. Barjatya,Salman Khan,Bhagyashree,Alok Nath
Kedarnath,-2018,116 min,"Drama, Romance",6.9,"11,446",Abhishek Kapoor,Sushant Singh Rajput,Sara Ali Khan,Nitish Bharadwaj
Bheja Fry,-2007,95 min,"Comedy, Drama",7.6,"11,444",Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika
Gulabo Sitabo,-2020,124 min,"Comedy, Drama",6.3,"11,364",Shoojit Sircar,Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz
Life in a Metro,-2007,132 min,"Comedy, Drama, Romance",7.4,"11,346",Anurag Basu,Dharmendra,Irrfan Khan,Konkona Sen Sharma
Trapped,-2016,105 min,"Drama, Thriller",7.6,"11,216",Vikramaditya Motwane,Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen
No One Killed Jessica,-2011,136 min,"Biography, Crime, Drama",7.2,"11,199",Raj Kumar Gupta,Rani Mukerji,Vidya Balan,Myra Karn
No Entry,-2005,158 min,"Comedy, Drama, Musical",6.6,"11,195",Anees Bazmee,Anil Kapoor,Fardeen Khan,Salman Khan
MSG: The Messenger of God,-2015,197 min,"Action, Comedy, Drama",5.8,"11,192",Jeetu Arora,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Daniel Kaleb
Hichki,-2018,116 min,"Comedy, Drama",7.5,"11,094",Siddharth Malhotra,Asif Basra,Rani Mukerji,Neeraj Kabi
Billu,-2009,137 min,"Comedy, Drama",6.2,"11,078",Priyadarshan,Irrfan Khan,Lara Dutta,Om Puri
Karthik Calling Karthik,-2010,135 min,"Drama, Mystery, Romance",7.1,"11,005",Vijay Lalwani,Farhan Akhtar,Deepika Padukone,Ram Kapoor
Ghulam,-1998,162 min,"Action, Crime, Drama",7.3,"10,997",Vikram Bhatt,Aamir Khan,Rani Mukerji,Rajit Kapoor
Housefull 4,-2019,145 min,"Action, Comedy, Drama",3.5,"10,908",Farhad Samji,Akshay Kumar,Sam Nagar,Riteish Deshmukh
Mohenjo Daro,-2016,155 min,"Action, Adventure, Drama",5.7,"10,903",Ashutosh Gowariker,Hrithik Roshan,Pooja Hegde,Kabir Bedi
Badrinath Ki Dulhania,-2017,139 min,"Comedy, Drama, Romance",6.1,"10,865",Shashank Khaitan,Varun Dhawan,Alia Bhatt,Sahil Vaid
Aamir,-2008,99 min,"Action, Crime, Drama",7.7,"10,862",Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
Sanam Teri Kasam,-2016,154 min,"Drama, Musical, Romance",7.4,"10,855",Radhika Rao,Vinay Sapru,Harshvardhan Rane,Mawra Hocane
Ittefaq,-2017,105 min,"Crime, Mystery, Thriller",7.2,"10,842",Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna
Fukrey,-2013,139 min,"Comedy, Drama, Romance",6.9,"10,762",Mrighdeep Lamba,Pulkit Samrat,Manjot Singh,Ali Fazal
Bachna Ae Haseeno,-2008,152 min,"Comedy, Drama, Romance",6.1,"10,674",Siddharth Anand,Ranbir Kapoor,Deepika Padukone,Bipasha Basu
Ankhon Dekhi,-2013,107 min,"Comedy, Drama",8,"10,673",Rajat Kapoor,Sanjay Mishra,Seema Bhargava,Rajat Kapoor
Boss,-2013,143 min,"Action, Comedy, Crime",5.1,"10,583",Anthony D'Souza,Akshay Kumar,Shiv Panditt,Mithun Chakraborty
New York,-2009,153 min,"Crime, Drama, Thriller",6.8,"10,553",Kabir Khan,John Abraham,Katrina Kaif,Neil Nitin Mukesh
Qayamat Se Qayamat Tak,-1988,162 min,"Drama, Musical, Romance",7.5,"10,497",Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor
Deewaar,-1975,174 min,"Action, Crime, Drama",8.1,"10,361",Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Nirupa Roy
Baaghi 3,-2020,143 min,"Action, Comedy, Musical",2.1,"10,309",Ahmed Khan,Tiger Shroff,Riteish Deshmukh,Shraddha Kapoor
Gadar: Ek Prem Katha,-2001,170 min,"Action, Drama, Romance",7.2,"10,264",Anil Sharma,Sunny Deol,Ameesha Patel,Amrish Puri
Tere Bin Laden,-2010,95 min,"Comedy, Drama",7.2,"10,234",Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra
Manikarnika: The Queen of Jhansi,-2019,148 min,"Action, Biography, Drama",6.4,"10,230",Radha Krishna Jagarlamudi,Kangana Ranaut,Kangana Ranaut,Danny Denzongpa
Bulbbul,-2020,94 min,"Drama, Horror, Mystery",6.6,"10,143",Anvita Dutt,Tripti Dimri,Avinash Tiwary,Rahul Bose
Ishq,-1997,161 min,"Action, Comedy, Drama",6.9,"10,128",Indra Kumar,Aamir Khan,Ajay Devgn,Juhi Chawla
Batla House,-2019,146 min,"Action, Crime, Drama",7.2,"10,092",Nikkhil Advani,John Abraham,Nora Fatehi,Mrunal Thakur
Mary Kom,-2014,122 min,"Action, Biography, Drama",6.8,"10,089",Omung Kumar,Priyanka Chopra Jonas,Sunil Thapa,Robin Das
Ishqiya,-2010,118 min,"Comedy, Drama, Romance",7.3,"10,075",Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi
Maqbool,-2003,132 min,"Crime, Drama, Thriller",8.1,"10,024",Vishal Bhardwaj,Irrfan Khan,Tabu,Pankaj Kapur
Lust Stories,-2018,120 min,"Drama, Romance",6.4,"10,011",Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap
Gunda,-1998,129 min,"Action, Comedy, Crime",7.3,"9,990",Kanti Shah,Mithun Chakraborty,Mukesh Rishi,Mohan Joshi
Shivaay,-2016,153 min,"Action, Adventure, Drama",6.2,"9,909",Ajay Devgn,Ajay Devgn,Abigail Eames,Erika Kaar
Khatta Meetha,-2010,157 min,"Comedy, Crime, Drama",5.7,"9,891",Priyadarshan,Akshay Kumar,Trisha Krishnan,Kulbhushan Kharbanda
Shanghai,-2012,120 min,"Crime, Drama, Mystery",7.2,"9,804",Dibakar Banerjee,Emraan Hashmi,Abhay Deol,Prasenjit Chatterjee
Aitraaz,-2004,160 min,"Drama, Romance, Thriller",6.6,"9,721",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Kareena Kapoor
Luck by Chance,-2009,156 min,Drama,7.1,"9,678",Zoya Akhtar,Farhan Akhtar,Konkona Sen Sharma,Rishi Kapoor
Blackmail,-2018,138 min,"Comedy, Thriller",7.1,"9,671",Abhinay Deo,Irrfan Khan,Kirti Kulhari,Urmila Matondkar
Josh,-2000,162 min,"Action, Drama, Musical",6.2,"9,667",Mansoor Khan,Dilip Mestry,Shah Rukh Khan,Aishwarya Rai Bachchan
Baaghi 2,-2018,137 min,"Action, Thriller",4.8,"9,625",Ahmed Khan,Tiger Shroff,Disha Patani,Manoj Bajpayee
Judwaa 2,-2017,145 min,"Action, Comedy",3.6,"9,622",David Dhawan,Varun Dhawan,Jacqueline Fernandez,Taapsee Pannu
Shootout at Lokhandwala,-2007,122 min,"Action, Crime, History",7.1,"9,607",Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty
The Tashkent Files,-2019,134 min,"Drama, Mystery, Thriller",7.8,"9,579",Vivek Agnihotri,Shweta Basu Prasad,Mithun Chakraborty,Naseeruddin Shah
Sonchiriya,-2019,143 min,"Action, Crime, Drama",8.1,"9,572",Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana
D-Day,-2013,153 min,"Action, Thriller",7.2,"9,525",Nikkhil Advani,Irrfan Khan,Rishi Kapoor,Arjun Rampal
Mangal Pandey: The Rising,-2005,150 min,"Biography, Drama, History",6.6,"9,520",Ketan Mehta,Aamir Khan,Rani Mukerji,Toby Stephens
Waqt: The Race Against Time,-2005,153 min,"Comedy, Drama, Family",6.8,"9,478",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Priyanka Chopra Jonas
Jagga Jasoos,-2017,161 min,"Action, Adventure, Comedy",6.5,"9,428",Anurag Basu,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee
Taxi No. 9 2 11: Nau Do Gyarah,-2006,116 min,"Comedy, Drama, Thriller",7.3,"9,418",Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni
Dhadak,-2018,138 min,"Drama, Romance",4.5,"9,399",Shashank Khaitan,Janhvi Kapoor,Ishaan Khattar,Ashutosh Rana
Mom,-2017,146 min,"Crime, Drama, Thriller",7.3,"9,395",Ravi Udyawar,Sridevi,Sajal Ali,Akshaye Khanna
Rangeela,-1995,142 min,"Comedy, Drama, Musical",7.5,"9,370",Ram Gopal Varma,Urmila Matondkar,Aamir Khan,Jackie Shroff
Vivah,-2006,160 min,"Drama, Musical, Romance",6.6,"9,288",Sooraj R. Barjatya,Shahid Kapoor,Amrita Rao,Anupam Kher
Chup Chup Ke,-2006,164 min,"Comedy, Drama, Romance",6.8,"9,171",Priyadarshan,Kookie Gulati,Shahid Kapoor,Kareena Kapoor
Ladies vs. Ricky Bahl,-2011,140 min,"Comedy, Crime, Drama",6,"9,109",Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra
